
50,0,0,[0.]
50,0,1,[0.]
50,0,2,[0.]
50,0,3,[0.]
50,0,4,[0.]
50,0,5,[0.]
50,0,6,[0.]
50,0,7,[0.]
50,0,8,[0.]
50,0,9,[0.]
50,0,10,[0.]
50,0,11,[0.]
50,0,12,[0.]
50,0,13,[0.]
50,0,14,[0.]
50,0,15,[0.]
50,0,16,[0.]
50,0,17,[0.]
50,0,18,[0.]
50,0,19,[0.]
50,0,20,[0.]
50,0,21,[0.]
50,0,22,[0.]
50,0,23,[0.]
50,0,24,[0.]
50,0,25,[0.]
50,0,26,[0.]
50,0,27,[0.]
50,0,28,[0.]
50,0,29,[0.]
50,0,30,[0.]
50,0,31,[0.]
50,0,32,[0.]
50,0,33,[0.]
50,0,34,[0.]
50,0,35,[0.]
50,0,36,[0.]
50,0,37,[0.]
50,0,38,[0.]
50,0,39,[0.]
50,0,40,[0.]
50,0,41,[0.]
50,0,42,[0.]
50,0,43,[0.]
50,0,44,[0.]
50,0,45,[0.]
50,0,46,[0.]
50,0,47,[0.]
50,0,48,[0.]
50,0,49,[0.]
50,1,0,[0.]
50,1,1,[0.]
50,1,2,[0.]
50,1,3,[0.]
50,1,4,[0.]
50,1,5,[0.]
50,1,6,[0.]
50,1,7,[0.]
50,1,8,[0.]
50,1,9,[0.]
50,1,10,[0.]
50,1,11,[0.]
50,1,12,[0.]
50,1,13,[0.]
50,1,14,[0.]
50,1,15,[0.]
50,1,16,[0.]
50,1,17,[0.]
50,1,18,[0.]
50,1,19,[0.]
50,1,20,[0.]
50,1,21,[0.]
50,1,22,[0.]
50,1,23,[0.]
50,1,24,[0.]
50,1,25,[0.]
50,1,26,[0.]
50,1,27,[0.]
50,1,28,[0.]
50,1,29,[0.]
50,1,30,[0.]
50,1,31,[0.]
50,1,32,[0.]
50,1,33,[0.]
50,1,34,[0.]
50,1,35,[0.]
50,1,36,[0.]
50,1,37,[0.]
50,1,38,[0.]
50,1,39,[0.]
50,1,40,[0.]
50,1,41,[0.]
50,1,42,[0.]
50,1,43,[0.]
50,1,44,[0.]
50,1,45,[0.]
50,1,46,[0.]
50,1,47,[0.]
50,1,48,[0.]
50,1,49,[0.]
50,2,0,[0.]
50,2,1,[0.]
50,2,2,[0.]
50,2,3,[0.]
50,2,4,[0.]
50,2,5,[0.]
50,2,6,[0.]
50,2,7,[0.]
50,2,8,[0.]
50,2,9,[0.]
50,2,10,[0.]
50,2,11,[0.]
50,2,12,[0.]
50,2,13,[0.]
50,2,14,[0.]
50,2,15,[0.]
50,2,16,[0.]
50,2,17,[0.]
50,2,18,[0.]
50,2,19,[0.]
50,2,20,[0.]
50,2,21,[0.]
50,2,22,[0.]
50,2,23,[0.]
50,2,24,[0.]
50,2,25,[0.]
50,2,26,[0.]
50,2,27,[0.]
50,2,28,[0.]
50,2,29,[0.]
50,2,30,[0.]
50,2,31,[0.]
50,2,32,[0.]
50,2,33,[0.]
50,2,34,[0.]
50,2,35,[0.]
50,2,36,[0.]
50,2,37,[0.]
50,0,0,[0.]
50,0,1,[0.]
50,0,2,[0.]
50,0,3,[0.]
50,0,4,[0.]
50,0,5,[0.]
50,0,6,[0.]
50,0,7,[0.]
50,0,8,[0.]
50,0,9,[0.]
50,0,10,[0.]
50,0,11,[0.]
50,0,12,[0.]
50,0,13,[0.]
50,0,14,[0.]
50,0,15,[0.]
50,0,16,[0.]
50,0,17,[0.]
50,0,18,[0.]
50,0,19,[0.]
50,0,20,[0.]
50,0,21,[0.]
50,0,22,[0.]
50,0,23,[0.]
50,0,24,[0.]
50,0,25,[0.]
50,0,26,[0.]
50,0,27,[0.]
50,0,28,[0.]
50,0,29,[0.]
50,0,30,[0.]
50,0,31,[0.]
50,0,32,[0.]
50,0,33,[0.]
50,0,34,[0.]
50,0,35,[0.]
50,0,36,[0.]
50,0,37,[0.]
50,0,38,[0.]
50,0,39,[0.]
50,0,40,[0.]
50,0,41,[0.]
50,0,42,[0.]
50,0,43,[0.]
50,0,44,[0.]
50,0,45,[0.]
50,0,46,[0.]
50,0,47,[0.]
50,0,48,[0.]
50,0,49,[0.]
50,1,0,[0.]
50,1,1,[0.]
50,1,2,[0.]
50,1,3,[0.]
50,1,4,[0.]
50,1,5,[0.]
50,1,6,[0.]
50,1,7,[0.]
50,1,8,[0.]
50,1,9,[0.]
50,1,10,[0.]
50,1,11,[0.]
50,1,12,[0.]
50,1,13,[0.]
50,1,14,[0.]
50,1,15,[0.]
50,1,16,[0.]
50,1,17,[0.]
50,1,18,[0.]
50,1,19,[0.]
50,1,20,[0.]
50,1,21,[0.]
50,1,22,[0.]
50,1,23,[0.]
50,1,24,[0.]
50,1,25,[0.]
50,1,26,[0.]
50,1,27,[0.]
50,1,28,[0.]
50,1,29,[0.]
50,1,30,[0.]
50,1,31,[0.]
50,1,32,[0.]
50,1,33,[0.]
50,1,34,[0.]
50,1,35,[0.]
50,1,36,[0.]
50,1,37,[0.]
50,1,38,[0.]
50,1,39,[0.]
50,1,40,[0.]
50,1,41,[0.]
50,1,42,[0.]
50,1,43,[0.]
50,1,44,[0.]
50,1,45,[0.]
50,1,46,[0.]
50,1,47,[0.]
50,1,48,[0.]
50,1,49,[0.]
50,2,0,[0.]
50,2,1,[0.]
50,2,2,[0.]
50,2,3,[0.]
50,2,4,[0.]
50,2,5,[0.]
50,2,6,[0.]
50,2,7,[0.]
50,2,8,[0.]
50,2,9,[0.]
50,2,10,[0.]
50,2,11,[0.]
50,2,12,[0.]
50,2,13,[0.]
50,2,14,[0.]
50,2,15,[0.]
50,2,16,[0.]
50,2,17,[0.]
50,2,18,[0.]
50,2,19,[0.]
50,2,20,[0.]
50,2,21,[0.]
50,2,22,[0.]
50,2,23,[0.]
50,2,24,[0.]
50,2,25,[0.]
50,2,26,[0.]
50,2,27,[0.]
50,2,28,[0.]
50,2,29,[0.]
50,2,30,[0.]
50,2,31,[0.]
50,2,32,[0.]
50,2,33,[0.]
50,2,34,[0.]
50,2,35,[0.]
50,2,36,[0.]
50,2,37,[0.]
50,2,38,[0.]
50,2,39,[0.]
50,2,40,[0.]
50,2,41,[0.]
50,2,42,[0.]
50,2,43,[0.]
50,2,44,[0.]
50,2,45,[0.]
50,2,46,[0.]
50,2,47,[0.]
50,2,48,[0.]
50,2,49,[0.]
50,3,0,[0.]
50,3,1,[0.]
50,3,2,[0.]
50,3,3,[0.]
50,3,4,[0.]
50,3,5,[0.]
50,3,6,[0.]
50,3,7,[0.]
50,3,8,[0.]
50,3,9,[0.]
50,3,10,[0.]
50,3,11,[0.]
50,3,12,[0.]
50,3,13,[0.]
50,3,14,[0.]
50,3,15,[0.]
50,3,16,[0.]
50,3,17,[0.]
50,3,18,[0.]
50,3,19,[0.]
50,3,20,[0.]
50,3,21,[0.]
50,3,22,[0.]
50,3,23,[0.]
50,3,24,[0.]
50,3,25,[0.]
50,3,26,[0.]
50,3,27,[0.]
50,3,28,[0.]
50,3,29,[0.]
50,3,30,[0.]
50,3,31,[0.]
50,3,32,[0.]
50,3,33,[0.]
50,3,34,[0.]
50,3,35,[0.]
50,3,36,[0.]
50,3,37,[0.]
50,3,38,[0.]
50,3,39,[0.]
50,3,40,[0.]
50,3,41,[0.]
50,3,42,[0.]
50,3,43,[0.]
50,3,44,[0.]
